<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
16.10.2020,10:43:00,114502,115266,107925,115266,30
16.10.2020,10:44:00,109921,114945,107913,113024,37
16.10.2020,10:45:00,111551,115233,107910,111770,64
16.10.2020,10:46:00,108744,115227,107908,114997,95
16.10.2020,10:47:00,109383,115142,108304,108875,25
16.10.2020,10:48:00,113636,115298,108003,108432,44
16.10.2020,10:49:00,111970,115274,108449,113392,91
16.10.2020,10:50:00,112046,115236,107927,112490,66
16.10.2020,10:51:00,113689,115221,108040,115175,94
16.10.2020,10:52:00,113165,115008,107961,110324,50
16.10.2020,10:53:00,112645,115142,107985,109514,13
16.10.2020,10:54:00,112595,114800,108190,111580,29
16.10.2020,10:55:00,107949,115243,107943,107943,45
16.10.2020,10:56:00,114379,115265,107922,112776,87
16.10.2020,10:57:00,109691,115203,107977,110578,11
16.10.2020,10:58:00,112284,115217,107993,110559,24
16.10.2020,10:59:00,110359,115207,108188,114950,49
16.10.2020,11:00:00,110787,115264,107956,114460,75
16.10.2020,11:01:00,110174,115296,108098,113342,39
16.10.2020,11:02:00,113221,114973,108213,110639,63
16.10.2020,11:03:00,113311,115266,107956,114652,25
16.10.2020,11:04:00,112160,115103,108012,108012,10
16.10.2020,11:05:00,109741,115279,108070,111655,84
16.10.2020,11:06:00,114189,115173,107966,111479,39
16.10.2020,11:07:00,112818,115186,107924,115034,25
16.10.2020,11:08:00,111652,115185,108235,109726,62
16.10.2020,11:09:00,112188,115284,107952,107952,56
16.10.2020,11:10:00,115030,115254,107989,111438,16
16.10.2020,11:11:00,109865,115056,107900,112835,1
16.10.2020,11:12:00,108548,115177,107945,114619,88
16.10.2020,11:13:00,111596,115238,107921,108634,65
16.10.2020,11:14:00,110688,115289,107972,109609,80
16.10.2020,11:15:00,113765,115102,108357,112134,48
16.10.2020,11:16:00,108427,115014,108090,113054,86
16.10.2020,11:17:00,112494,115275,107902,114031,46
16.10.2020,11:18:00,110596,114957,108131,109175,97
16.10.2020,11:19:00,110061,115278,108033,113021,10
16.10.2020,11:20:00,109037,115204,108204,111889,12
16.10.2020,11:21:00,112504,115194,107922,110937,73
16.10.2020,11:22:00,109011,114941,107943,113287,72
16.10.2020,11:23:00,112655,115283,107984,115276,53
16.10.2020,11:24:00,114131,115114,108102,109544,49
16.10.2020,11:25:00,109611,115292,107957,111718,33
16.10.2020,11:26:00,113764,115294,107999,113444,67
16.10.2020,11:27:00,109797,115234,108188,114841,32
16.10.2020,11:28:00,112485,115254,107956,111033,19
16.10.2020,11:29:00,115020,115254,108174,111955,80
16.10.2020,11:30:00,108286,115264,108008,114670,51
16.10.2020,11:31:00,112643,115046,107998,110632,17
16.10.2020,11:32:00,114678,115020,107903,114834,78
16.10.2020,11:33:00,112737,115024,107990,109499,43
16.10.2020,11:34:00,110906,115271,108001,115188,6
16.10.2020,11:35:00,108320,115156,108022,114391,9
16.10.2020,11:36:00,110830,115217,108074,110416,91
16.10.2020,11:37:00,111711,115204,108026,108592,40
16.10.2020,11:38:00,114675,114675,108325,113266,9
16.10.2020,11:39:00,110657,115285,108103,113804,7
16.10.2020,11:40:00,109348,115255,108042,109612,87
16.10.2020,11:41:00,115098,115255,107908,109071,18
16.10.2020,11:42:00,108725,115082,108070,110022,50
16.10.2020,11:43:00,109576,115225,108148,109400,85
16.10.2020,11:44:00,114784,115271,108105,109257,86
16.10.2020,11:45:00,109827,115287,108002,114274,77
16.10.2020,11:46:00,109358,115252,107965,114205,32
16.10.2020,11:47:00,112434,115251,107966,112120,98
16.10.2020,11:48:00,113924,115250,107994,112902,82
16.10.2020,11:49:00,108780,115151,107917,114190,82
16.10.2020,11:50:00,111571,114582,108004,114582,48
16.10.2020,11:51:00,112701,115048,108083,108931,19
16.10.2020,11:52:00,112935,115167,107950,112536,51
16.10.2020,11:53:00,113434,115277,108245,113892,57
16.10.2020,11:54:00,113167,115034,107922,109654,16
16.10.2020,11:55:00,114209,115114,107948,111215,60
16.10.2020,11:56:00,114019,115213,107994,109171,77
16.10.2020,11:57:00,113967,114967,107986,114775,42
16.10.2020,11:58:00,112564,115250,108483,109534,17
16.10.2020,11:59:00,115235,115235,108015,108477,57
16.10.2020,12:00:00,112419,115217,108111,108511,68
16.10.2020,12:01:00,114140,115176,108187,109855,88
16.10.2020,12:02:00,108575,115293,107956,110025,86
16.10.2020,12:03:00,110957,115186,108121,108574,72
16.10.2020,12:04:00,114872,115179,107992,112854,76
16.10.2020,12:05:00,113493,115117,108242,111473,84
16.10.2020,12:06:00,110424,114951,107943,114555,2
16.10.2020,12:07:00,108880,115277,108182,112243,13
16.10.2020,12:08:00,109113,115129,107942,109301,66
16.10.2020,12:09:00,114428,115251,107922,110619,41
16.10.2020,12:10:00,111343,115279,107932,114046,60
16.10.2020,12:11:00,115009,115145,107918,113527,12
16.10.2020,12:12:00,110527,115282,107955,113921,22
16.10.2020,12:13:00,107992,115285,107942,108171,40
16.10.2020,12:14:00,111909,115234,108211,108854,94
16.10.2020,12:15:00,112066,115237,107907,108055,98
16.10.2020,12:16:00,112870,115178,107907,111634,36
16.10.2020,12:17:00,111195,115221,107967,114310,48
16.10.2020,12:18:00,109047,115122,108080,110871,55
16.10.2020,12:19:00,108838,115200,108377,110702,80
16.10.2020,12:20:00,111075,115234,107926,111373,56
16.10.2020,12:21:00,115007,115145,108110,110337,14
16.10.2020,12:22:00,114999,115254,107929,109237,58
16.10.2020,12:23:00,114112,115263,107961,111780,71
16.10.2020,12:24:00,112156,115050,107909,112062,32
16.10.2020,12:25:00,110302,114999,108135,113118,34
16.10.2020,12:26:00,114297,115288,108158,113458,20
16.10.2020,12:27:00,110321,115248,108192,110186,69
16.10.2020,12:28:00,113434,114780,108078,110048,21
16.10.2020,12:29:00,108320,115291,108175,114753,47
16.10.2020,12:30:00,108064,115019,107935,109304,36
16.10.2020,12:31:00,113549,115259,108863,110844,73
16.10.2020,12:32:00,108558,115236,107936,113095,86
16.10.2020,12:33:00,112791,115274,107916,115103,64
16.10.2020,12:34:00,109756,115254,107926,111005,55
16.10.2020,12:35:00,108202,115192,107913,109963,85
16.10.2020,12:36:00,108109,114939,107939,108452,7
16.10.2020,12:37:00,111970,115124,107913,108939,22
16.10.2020,12:38:00,114706,114994,108007,111133,76
16.10.2020,12:39:00,111227,115090,108042,112807,83
16.10.2020,12:40:00,114845,115189,107966,114667,67
16.10.2020,12:41:00,111650,114607,107951,113898,52
16.10.2020,12:42:00,110730,115144,107966,112286,13
16.10.2020,12:43:00,110238,115083,108408,108676,63
16.10.2020,12:44:00,114918,114918,108042,110297,86
16.10.2020,12:45:00,108280,115193,108280,113834,8
16.10.2020,12:46:00,111377,115268,107917,112397,95
16.10.2020,12:47:00,114695,115189,108012,112826,98
16.10.2020,12:48:00,108494,115254,107979,109469,59
16.10.2020,12:49:00,114892,115255,107917,108463,56
16.10.2020,12:50:00,109226,115277,107985,108197,97
16.10.2020,12:51:00,111470,115096,107938,115096,58
16.10.2020,12:52:00,114635,115261,107933,110033,19
16.10.2020,12:53:00,111350,115040,107914,110219,6
16.10.2020,12:54:00,111804,115179,108003,108338,72
16.10.2020,12:55:00,109194,115298,108152,109639,94
16.10.2020,12:56:00,109375,115088,108262,108340,80
16.10.2020,12:57:00,115178,115200,108140,110538,29
16.10.2020,12:58:00,108838,115144,108058,114994,32
16.10.2020,12:59:00,114679,115233,108066,112341,53
16.10.2020,13:00:00,111901,114815,107945,108401,74
16.10.2020,13:01:00,109486,115264,108274,111108,18
16.10.2020,13:02:00,112470,115174,107931,109136,74
16.10.2020,13:03:00,113163,115261,108081,111242,76
16.10.2020,13:04:00,112454,115193,107926,113128,90
16.10.2020,13:05:00,110164,115197,107932,110647,9
16.10.2020,13:06:00,113014,115114,107985,113898,48
16.10.2020,13:07:00,109613,115119,108000,113582,69
16.10.2020,13:08:00,113666,115095,108139,109653,21
16.10.2020,13:09:00,112696,115240,107978,112043,6
16.10.2020,13:10:00,112700,115182,107985,108274,95
16.10.2020,13:11:00,109069,115201,108028,114902,29
16.10.2020,13:12:00,111453,115232,108050,110034,73
16.10.2020,13:13:00,110442,115214,108021,111468,74
16.10.2020,13:14:00,109104,115247,108030,110372,8
16.10.2020,13:15:00,112209,115254,107916,113007,19
16.10.2020,13:16:00,113222,115267,108574,112110,23
16.10.2020,13:17:00,108022,115247,107913,115247,19
16.10.2020,13:18:00,108660,115226,108024,109244,32
16.10.2020,13:19:00,109622,115288,108568,109322,50
16.10.2020,13:20:00,112186,115225,108048,114273,15
16.10.2020,13:21:00,108876,115276,107910,109218,91
16.10.2020,13:22:00,114153,115263,108107,114860,30
16.10.2020,13:23:00,115110,115110,108028,113656,59
16.10.2020,13:24:00,112582,115295,107966,108879,13
16.10.2020,13:25:00,113439,115144,108016,114913,46
16.10.2020,13:26:00,110986,115240,108007,112063,11
16.10.2020,13:27:00,109551,115156,107978,113964,63
16.10.2020,13:28:00,111186,115248,107997,108357,84
16.10.2020,13:29:00,108213,115115,107991,114544,52
16.10.2020,13:30:00,113326,115281,108116,114520,90
16.10.2020,13:31:00,113924,115188,107983,113675,43
16.10.2020,13:32:00,112218,115202,107921,108484,91
16.10.2020,13:33:00,113423,115233,107912,115233,36
16.10.2020,13:34:00,111859,115232,107972,114857,80
16.10.2020,13:35:00,110497,115296,108249,109126,17
16.10.2020,13:36:00,114319,115146,107951,112925,90
16.10.2020,13:37:00,111404,115012,108313,113911,55
16.10.2020,13:38:00,110428,115143,107901,112151,21
16.10.2020,13:39:00,108303,115201,107901,110591,37
16.10.2020,13:40:00,113556,115194,107956,108575,98
16.10.2020,13:41:00,112654,115280,107951,108724,87
16.10.2020,13:42:00,115209,115209,107930,112062,27
16.10.2020,13:43:00,113297,115236,107906,112021,91
16.10.2020,13:44:00,110755,115095,107960,111675,79
16.10.2020,13:45:00,115285,115285,107917,112123,35
16.10.2020,13:46:00,110634,115284,108158,108256,60
16.10.2020,13:47:00,110509,115267,108036,108380,65
16.10.2020,13:48:00,113027,115274,107988,114237,61
16.10.2020,13:49:00,109488,114877,108111,114845,36
16.10.2020,13:50:00,108358,115238,107901,108533,64
16.10.2020,13:51:00,111084,115176,107924,110316,97
16.10.2020,13:52:00,110178,115001,107905,110820,76
16.10.2020,13:53:00,112405,115229,107912,110878,47
16.10.2020,13:54:00,114155,115110,107908,108014,81
16.10.2020,13:55:00,108721,115292,108116,114321,83
16.10.2020,13:56:00,109650,115184,109070,113268,63
16.10.2020,13:57:00,111612,115227,108296,108296,35
16.10.2020,13:58:00,108310,115103,108180,108883,61
16.10.2020,13:59:00,112194,115122,107968,115122,46
16.10.2020,14:00:00,109658,115181,107924,108261,7
16.10.2020,14:01:00,109323,115088,107937,109515,89
16.10.2020,14:02:00,109340,115248,107948,108268,96
16.10.2020,14:03:00,109892,115087,107957,114059,26
16.10.2020,14:04:00,110781,115028,107960,114760,49
16.10.2020,14:05:00,108009,114940,107918,108860,52
16.10.2020,14:06:00,110756,115274,107944,108608,37
16.10.2020,14:07:00,114563,115291,108044,109313,72
16.10.2020,14:08:00,110874,115122,107928,110497,23
16.10.2020,14:09:00,111762,115223,107997,110654,19
16.10.2020,14:10:00,108792,114583,108009,114583,8
16.10.2020,14:11:00,110211,115214,108218,113399,77
16.10.2020,14:12:00,113626,115184,107901,110500,51
16.10.2020,14:13:00,111689,115076,108205,114282,43
16.10.2020,14:14:00,109942,115264,107968,111790,43
16.10.2020,14:15:00,114905,115298,107939,114890,9
16.10.2020,14:16:00,112045,115290,108075,108457,77
16.10.2020,14:17:00,108463,115132,108034,114209,58
16.10.2020,14:18:00,113853,115032,107984,113670,3
16.10.2020,14:19:00,109620,115063,107905,114492,14
16.10.2020,14:20:00,114951,115227,107967,112591,13
16.10.2020,14:21:00,112015,115086,108133,114658,97
16.10.2020,14:22:00,113935,115170,108221,113392,50
16.10.2020,14:23:00,109294,115133,107989,111159,86
16.10.2020,14:24:00,113848,115034,107920,113005,52
16.10.2020,14:25:00,114591,115258,107902,109665,12
16.10.2020,14:26:00,112542,114881,107953,112493,60
16.10.2020,14:27:00,111327,115237,107912,114169,88
16.10.2020,14:28:00,111939,115184,108045,113034,84
16.10.2020,14:29:00,113262,114999,108014,114170,80
16.10.2020,14:30:00,109980,115294,108092,114158,71
16.10.2020,14:31:00,109945,115007,107931,114585,25
16.10.2020,14:32:00,113199,114666,107930,109669,63
16.10.2020,14:33:00,109921,115247,107949,113997,67
16.10.2020,14:34:00,111423,115082,108117,108167,62
16.10.2020,14:35:00,111837,115165,108161,112409,58
16.10.2020,14:36:00,111808,115184,107948,112684,28
16.10.2020,14:37:00,108114,115203,108114,109169,19
16.10.2020,14:38:00,108106,115090,108018,108098,74
16.10.2020,14:39:00,110768,115062,107969,111948,61
16.10.2020,14:40:00,108932,115299,107980,112393,80
16.10.2020,14:41:00,109254,115221,107915,109890,98
16.10.2020,14:42:00,114239,115224,108220,109010,33
16.10.2020,14:43:00,111644,115133,107901,109793,98
16.10.2020,14:44:00,111366,115150,108030,111740,7
16.10.2020,14:45:00,114907,115211,107930,114355,26
16.10.2020,14:46:00,113049,115073,107982,108669,88
16.10.2020,14:47:00,113529,115264,107965,110792,2
16.10.2020,14:48:00,112442,115289,107963,109538,45
16.10.2020,14:49:00,109066,115251,107970,108711,5
16.10.2020,14:50:00,109221,115204,107915,113296,21
16.10.2020,14:51:00,111484,115248,107918,110049,14
16.10.2020,14:52:00,114570,115288,108051,114319,42
16.10.2020,14:53:00,114240,115230,108192,114882,60
16.10.2020,14:54:00,108222,115072,107912,113105,28
16.10.2020,14:55:00,112702,115229,107952,108184,13
16.10.2020,14:56:00,108612,115112,108082,113555,25
16.10.2020,14:57:00,109250,115296,108047,115256,22
16.10.2020,14:58:00,112883,115198,107995,112045,77
16.10.2020,14:59:00,108241,115281,108036,110328,65
16.10.2020,15:00:00,111779,115172,107920,111881,51
16.10.2020,15:01:00,110990,115225,108211,111175,68
16.10.2020,15:02:00,114057,115176,107947,114139,98
16.10.2020,15:03:00,109634,115210,108217,114333,59
16.10.2020,15:04:00,112801,115236,107930,110648,7
16.10.2020,15:05:00,109140,115295,107968,110262,93
16.10.2020,15:06:00,111992,115240,107926,112419,9
16.10.2020,15:07:00,113049,115260,107949,112837,48
16.10.2020,15:08:00,110754,114980,108066,111947,55
16.10.2020,15:09:00,110575,115054,107956,113247,66
16.10.2020,15:10:00,114992,115159,108051,114686,42
16.10.2020,15:11:00,110118,115179,108102,109314,84
16.10.2020,15:13:00,114412,115037,108307,112933,52
16.10.2020,15:14:00,108776,114895,108026,113806,78
16.10.2020,15:15:00,112428,115190,107945,110631,67
16.10.2020,15:16:00,109999,114982,107985,113044,78
16.10.2020,15:17:00,110934,115268,107929,115211,17
16.10.2020,15:18:00,114350,115297,107940,111816,44
16.10.2020,15:19:00,114046,115003,108049,113741,32
16.10.2020,15:20:00,114213,115196,107917,112017,42
16.10.2020,15:21:00,115055,115203,108173,108781,74
16.10.2020,15:22:00,108116,115281,107910,108525,64
16.10.2020,15:23:00,112292,115149,107967,114776,17
16.10.2020,15:24:00,107924,115197,107924,110400,95
16.10.2020,15:25:00,111098,114967,107939,112019,23
16.10.2020,15:26:00,110140,115282,107973,113862,19
16.10.2020,15:27:00,111410,115294,107936,113359,25
16.10.2020,15:28:00,113885,115196,108206,108206,71
16.10.2020,15:29:00,111540,115292,107917,111216,30
16.10.2020,15:30:00,110303,115098,107937,115098,14
16.10.2020,15:31:00,110263,115153,107924,110283,68
16.10.2020,15:32:00,109444,115213,108045,110399,71
16.10.2020,15:33:00,112566,115125,108026,108026,5
16.10.2020,15:34:00,112762,115101,107992,109474,65
16.10.2020,15:35:00,108154,115211,108028,114173,88
16.10.2020,15:36:00,114728,115122,107901,109363,22
16.10.2020,15:37:00,110061,115270,107958,112458,29
16.10.2020,15:38:00,108614,115285,107985,109524,32
16.10.2020,15:39:00,114429,115248,108191,114232,50
16.10.2020,15:40:00,113208,115189,107919,113132,97
16.10.2020,15:41:00,110290,115241,107966,114604,49
16.10.2020,15:42:00,113538,115283,107946,109010,53
16.10.2020,15:43:00,114777,115181,108058,108784,32
16.10.2020,15:44:00,108123,114908,107937,111578,33
16.10.2020,15:45:00,110799,115022,107910,108835,93
16.10.2020,15:46:00,109236,115286,107928,110004,60
16.10.2020,15:47:00,112686,115217,107908,109162,75
16.10.2020,15:48:00,113925,115237,108075,113513,93
16.10.2020,15:49:00,110113,115244,107928,109170,70
16.10.2020,15:50:00,111291,115262,108306,112269,2
16.10.2020,15:51:00,108073,115021,107950,109214,25
16.10.2020,15:52:00,110060,115183,108160,113289,64
16.10.2020,15:53:00,108278,115222,108010,112863,29
16.10.2020,15:54:00,109662,115299,108127,112947,68
16.10.2020,15:55:00,109928,115266,107916,109646,29
16.10.2020,15:56:00,115216,115216,108201,114974,34
16.10.2020,15:57:00,114138,115218,108131,114732,69
16.10.2020,15:58:00,113241,115188,107958,114299,71
16.10.2020,15:59:00,113897,115290,107961,108297,66
16.10.2020,16:00:00,114914,115248,107949,114069,11
16.10.2020,16:01:00,110401,115273,107905,112862,75
16.10.2020,16:02:00,109291,115099,107995,109968,77
16.10.2020,16:03:00,109422,115288,108094,111915,40
16.10.2020,16:04:00,112757,115197,108001,109911,3
16.10.2020,16:05:00,109445,115236,108091,113007,97
16.10.2020,16:06:00,109807,115074,107909,109986,59
16.10.2020,16:07:00,109740,115111,108290,109789,72
16.10.2020,16:08:00,108735,114569,107978,112659,5
16.10.2020,16:09:00,113027,114936,107974,112589,94
16.10.2020,16:10:00,114594,114880,108053,110519,95
16.10.2020,16:11:00,111100,115267,108150,113057,28
16.10.2020,16:12:00,111847,115263,107909,115251,68
16.10.2020,16:13:00,112505,115266,108083,111213,5
16.10.2020,16:14:00,112645,115277,107975,108318,89
16.10.2020,16:15:00,109900,115234,108094,114565,75
16.10.2020,16:16:00,109975,115281,107926,108574,67
16.10.2020,16:17:00,107908,115180,107908,109421,35
16.10.2020,16:18:00,111606,115169,107985,110703,23
16.10.2020,16:19:00,109976,115264,107961,108068,48
16.10.2020,16:20:00,114341,115098,108249,112846,83
16.10.2020,16:21:00,110587,115258,108083,109334,43
16.10.2020,16:22:00,112442,115288,107916,111605,44
16.10.2020,16:23:00,108844,115090,107989,114943,40
16.10.2020,16:24:00,112934,115270,108147,112510,10
16.10.2020,16:25:00,110296,115161,107902,113710,85
16.10.2020,16:26:00,108118,115239,108057,108240,40
16.10.2020,16:27:00,108450,115188,107939,112603,25
16.10.2020,16:28:00,111749,115231,108008,114379,79
16.10.2020,16:29:00,109677,115022,107929,109192,98
16.10.2020,16:30:00,112650,115191,107936,113120,51
16.10.2020,16:31:00,114094,115028,107982,109108,44
16.10.2020,16:32:00,115090,115196,107982,109431,55
16.10.2020,16:33:00,113041,115257,108129,111018,16
16.10.2020,16:34:00,114153,115251,108145,108701,77
16.10.2020,16:35:00,113908,115138,108009,108182,96
16.10.2020,16:36:00,111312,115242,108095,114091,2
16.10.2020,16:37:00,114223,115177,108013,113383,90
16.10.2020,16:38:00,109240,115292,108034,110020,8
16.10.2020,16:39:00,113723,115238,107921,112140,61
16.10.2020,16:40:00,114007,115102,107960,108378,77
16.10.2020,16:41:00,113228,115257,108033,115203,74
16.10.2020,16:42:00,112203,115237,107981,111124,91
16.10.2020,16:43:00,108268,115298,107909,113292,21
16.10.2020,16:44:00,113756,115298,108125,115274,23
16.10.2020,16:45:00,114464,115296,107917,114587,76
16.10.2020,16:46:00,108176,115247,107921,108977,53
16.10.2020,16:47:00,109262,115238,108020,111854,14
16.10.2020,16:48:00,114218,115067,108182,114891,2
16.10.2020,16:49:00,111686,115250,108147,108626,31
16.10.2020,16:50:00,115058,115093,108213,110827,19
16.10.2020,16:51:00,109520,115179,108208,111028,27
16.10.2020,16:52:00,109674,115192,108030,113406,37
16.10.2020,16:53:00,114974,114974,107956,111837,69
16.10.2020,16:54:00,113658,115241,108303,112266,41
16.10.2020,16:55:00,111271,115209,108041,112672,53
16.10.2020,16:56:00,113794,115120,108053,108053,55
16.10.2020,16:57:00,112310,115297,107946,113859,57
16.10.2020,16:58:00,114246,115164,108023,113979,42
16.10.2020,16:59:00,108360,115169,108081,108648,75
16.10.2020,17:00:00,113105,115208,108002,111549,67
16.10.2020,17:01:00,109459,115169,108010,108362,2
16.10.2020,17:02:00,110144,115201,107913,113562,19
16.10.2020,17:03:00,109643,114788,108080,112103,55
16.10.2020,17:04:00,113569,115176,107901,107921,14
16.10.2020,17:05:00,113109,115296,107964,108085,72
16.10.2020,17:06:00,112310,115265,108046,114028,51
16.10.2020,17:07:00,110386,115186,107999,111576,94
16.10.2020,17:08:00,111032,115294,107988,112428,80
16.10.2020,17:09:00,113778,115204,107987,112815,32
16.10.2020,17:10:00,111619,115186,108020,110963,16
16.10.2020,17:11:00,112680,115282,107974,112271,15
16.10.2020,17:12:00,115118,115154,108177,114943,70
16.10.2020,17:13:00,109776,115203,107968,113048,48
16.10.2020,17:14:00,112079,115147,108158,112605,67
16.10.2020,17:15:00,109805,115107,108115,114146,31
16.10.2020,17:16:00,110447,115245,108140,113384,71
16.10.2020,17:17:00,108634,115227,108416,114731,22
16.10.2020,17:18:00,114970,115199,107978,108436,33
16.10.2020,17:19:00,114654,115248,107958,109860,50
16.10.2020,17:20:00,110027,115288,107926,112460,93
16.10.2020,17:21:00,109898,115226,108048,108792,58
16.10.2020,17:22:00,115019,115265,108029,110689,85
16.10.2020,17:23:00,114001,115238,107911,108648,2
16.10.2020,17:24:00,108581,114836,108053,110615,34
16.10.2020,17:25:00,115198,115198,107901,112146,32
16.10.2020,17:26:00,114791,115299,107907,111598,23
16.10.2020,17:27:00,109202,114958,108102,111198,14
16.10.2020,17:28:00,112463,115288,108058,115116,58
16.10.2020,17:29:00,113917,115158,108247,108326,1
16.10.2020,17:30:00,114850,115109,108000,111573,96
16.10.2020,17:31:00,111010,115030,108003,112499,92
16.10.2020,17:32:00,111261,115224,107930,108425,10
16.10.2020,17:33:00,109512,115154,108249,113557,92
16.10.2020,17:34:00,115149,115149,107951,108122,77
16.10.2020,17:35:00,110688,114416,108033,108254,31
16.10.2020,17:36:00,110837,115264,107910,114189,47
16.10.2020,17:37:00,112973,115258,107937,110796,25
16.10.2020,17:38:00,114285,114856,107918,112999,78
16.10.2020,17:39:00,114469,115073,107960,113012,32
16.10.2020,17:40:00,114691,115258,107921,108633,64
16.10.2020,17:41:00,109568,115063,107953,110418,34
16.10.2020,17:42:00,114232,115242,108193,113034,31
16.10.2020,17:43:00,109653,115034,108141,113345,45
16.10.2020,17:44:00,112821,115265,107958,114946,86
16.10.2020,17:45:00,110236,115266,107917,109757,63
16.10.2020,17:46:00,115123,115299,107904,110618,5
16.10.2020,17:47:00,115153,115153,108169,111423,88
16.10.2020,17:48:00,113675,115284,107968,108643,17
16.10.2020,17:49:00,108903,115285,107987,108185,67
16.10.2020,17:50:00,109979,115264,107931,111522,70
16.10.2020,17:51:00,113325,115086,108164,108901,38
16.10.2020,17:53:00,113691,115269,107906,113055,47
16.10.2020,17:54:00,108214,115277,107995,115277,95
16.10.2020,17:55:00,110526,115262,107947,109179,47
16.10.2020,17:56:00,108303,114894,107917,109751,25
16.10.2020,17:57:00,110341,115273,108219,114864,2
16.10.2020,17:58:00,108125,115228,107940,113247,31
16.10.2020,17:59:00,112425,114974,107992,112585,3
16.10.2020,18:00:00,108534,115087,107919,108517,47
16.10.2020,18:01:00,108099,115117,107906,110959,31
16.10.2020,18:02:00,113267,115290,108168,111969,16
16.10.2020,18:03:00,110290,115279,108750,115279,23
16.10.2020,18:04:00,109699,115269,108034,113132,64
16.10.2020,18:05:00,109747,115169,107945,114623,55
16.10.2020,18:06:00,109049,115027,108047,110784,44
16.10.2020,18:07:00,113564,115064,107957,109764,49
16.10.2020,18:08:00,110971,115143,107926,107926,10
16.10.2020,18:09:00,113140,115022,107913,108573,14
16.10.2020,18:10:00,114000,115223,107913,113242,43
16.10.2020,18:11:00,109830,115260,107991,115176,38
16.10.2020,18:12:00,114422,115263,108133,114147,27
16.10.2020,18:13:00,114780,115266,108103,113613,44
16.10.2020,18:14:00,110148,115234,107908,110753,50
16.10.2020,18:15:00,113953,115297,108055,108546,59
16.10.2020,18:16:00,110922,115254,108018,108662,15
16.10.2020,18:17:00,109564,115174,107933,110637,95
16.10.2020,18:18:00,112167,115288,108223,113031,52
16.10.2020,18:19:00,111124,115193,107947,114673,14
16.10.2020,18:20:00,113841,115122,108075,112989,40
16.10.2020,18:21:00,113666,114992,107984,109029,75
16.10.2020,18:22:00,108577,115239,107912,108538,62
16.10.2020,18:23:00,108209,115072,107910,108721,26
16.10.2020,18:24:00,109056,115257,108171,111637,59
16.10.2020,18:25:00,109950,115263,108091,108701,76
16.10.2020,18:26:00,110106,115288,108083,110852,40
16.10.2020,18:27:00,114031,115273,107963,113031,9
16.10.2020,18:28:00,109264,115002,108041,111757,56
16.10.2020,18:29:00,115298,115298,108347,112728,84
16.10.2020,18:30:00,114510,115092,108059,110055,55
16.10.2020,18:31:00,108754,115193,107955,109277,86
16.10.2020,18:32:00,109849,115098,108077,112020,33
16.10.2020,18:33:00,115099,115250,107967,110076,61
16.10.2020,18:34:00,110457,115022,108439,111948,6
16.10.2020,18:35:00,112780,115089,108054,112680,32
16.10.2020,18:36:00,113621,115216,107987,113771,73
16.10.2020,18:37:00,110197,115294,108033,113826,74
16.10.2020,18:38:00,108608,115282,108083,110868,19
16.10.2020,18:39:00,114025,115226,107904,112566,88
16.10.2020,18:40:00,110429,115148,107900,110726,11
16.10.2020,18:41:00,111525,115160,108356,111932,42
16.10.2020,18:42:00,111610,115201,108031,109976,79
16.10.2020,18:43:00,108052,115251,108052,110020,9
16.10.2020,18:44:00,113410,115266,108053,110894,77
16.10.2020,18:45:00,109888,115273,107972,114672,68
16.10.2020,18:46:00,112169,115227,108205,113548,58
16.10.2020,18:47:00,108222,115247,107908,108178,53
16.10.2020,18:48:00,112499,115096,108103,112012,17
16.10.2020,18:49:00,114960,115241,107995,112688,57
16.10.2020,18:50:00,111464,115184,107989,110745,52
16.10.2020,18:51:00,110102,115293,107939,110652,70
16.10.2020,18:52:00,111149,115279,108148,112601,86
16.10.2020,18:53:00,111380,115160,107914,109900,78
16.10.2020,18:54:00,111253,115299,108179,111932,79
16.10.2020,18:55:00,109290,115007,107914,112147,52
16.10.2020,18:56:00,108175,115228,108037,112929,31
16.10.2020,18:57:00,109988,115288,107955,112939,79
16.10.2020,18:58:00,113105,115179,108013,110980,47
16.10.2020,18:59:00,109384,115046,108110,110289,32
16.10.2020,19:00:00,111765,115201,108148,109246,78
16.10.2020,19:01:00,112420,115194,107988,111179,41
16.10.2020,19:02:00,110047,115242,108023,110806,25
16.10.2020,19:03:00,111680,115199,107912,113207,49
16.10.2020,19:04:00,109589,115299,107938,108801,87
16.10.2020,19:05:00,112241,114783,108083,110798,13
16.10.2020,19:06:00,110118,115275,107908,114852,71
16.10.2020,19:07:00,113340,115134,107929,108266,13
16.10.2020,19:08:00,114024,115264,108052,110489,64
16.10.2020,19:09:00,110424,115293,108010,110330,79
16.10.2020,19:10:00,109024,115204,108001,111361,10
16.10.2020,19:11:00,112073,115223,107901,114347,32
16.10.2020,19:12:00,110476,114922,108015,111595,86
16.10.2020,19:13:00,109183,115145,107918,110181,55
16.10.2020,19:14:00,109009,115242,108165,112085,34
16.10.2020,19:15:00,111704,115242,107920,110024,86
16.10.2020,19:16:00,111060,115197,108059,110149,84
16.10.2020,19:17:00,108418,115267,108133,113750,9
16.10.2020,19:18:00,112340,115094,108392,111784,37
16.10.2020,19:19:00,110505,115050,107915,108193,86
16.10.2020,19:20:00,114912,115029,107903,109723,95
